User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Activity Level (Steps),Stress Level
3985,71,98.3,7424,6.8,Sedentary,Low Active,10
4697,74,95.5,2840,8.2,Highly Active,Sedentary,1
1275,82,100.0,406,5.5,Highly Active,Sedentary,9
3547,87,100.0,1797,7.7,Sedentary,Sedentary,6
3764,72,97.8,4422,7.5,Sedentary,Sedentary,8
1336,44,96.5,35830,8.8,Active,Highly Active,9
2973,84,95.8,2067,9.3,Active,Sedentary,3
3979,61,98.5,26970,7.4,Active,Highly Active,4
1480,86,95.9,3170,6.3,Active,Sedentary,2
2946,86,99.4,22534,4.1,Sedentary,Highly Active,5
1910,77,98.1,21881,8.0,Sedentary,Highly Active,5
2996,88,97.4,1079,8.2,Active,Sedentary,1
4344,67,99.6,12351,6.1,Active,Highly Active,1
4991,95,94.4,5098,7.0,Sedentary,Low Active,1
4129,77,98.9,8112,5.0,Highly Active,Active,5
2351,72,98.0,10475,5.6,Active,Highly Active,4
3033,92,97.5,930,6.5,Active,Sedentary,2
2754,65,99.4,11230,6.9,Active,Highly Active,1
1108,43,100.0,2524,5.9,Sedentary,Sedentary,4
4350,56,98.4,9227,8.4,Active,Active,1
4757,96,99.0,5967,6.5,Highly Active,Low Active,3
1327,78,97.1,8078,7.0,Highly Active,Active,6
2799,77,96.7,6826,6.5,Highly Active,Low Active,6
1314,88,98.5,11640,8.9,Active,Highly Active,3
4545,79,97.3,15747,8.7,Highly Active,Highly Active,4
2134,70,97.3,4173,6.2,Active,Sedentary,2
3746,68,100.0,3485,6.9,Highly Active,Sedentary,9
1780,57,100.0,1941,8.6,Sedentary,Sedentary,1
4300,58,95.5,11768,4.7,Sedentary,Highly Active,5
2520,77,99.9,23881,7.0,Highly Active,Highly Active,3
1155,72,99.5,1521,6.0,Highly Active,Sedentary,1
2496,82,98.4,4285,8.7,Sedentary,Sedentary,3
2724,73,100.0,10298,7.3,Unknown,Highly Active,6
4343,59,100.0,7075,3.9,Unknown,Low Active,4
1886,78,99.5,11812,5.9,Active,Highly Active,10
3805,75,97.1,16961,6.5,Highly Active,Highly Active,2
1721,77,97.0,443,4.9,Sedentary,Sedentary,2
4582,104,98.8,4127,5.0,Sedentary,Sedentary,6
1912,57,100.0,2258,6.6,Sedentary,Sedentary,7
4357,60,95.5,18436,6.4,Highly Active,Highly Active,8
1870,49,99.8,2252,6.1,Highly Active,Sedentary,8
1012,76,100.0,3271,5.9,Sedentary,Sedentary,3
3655,45,94.8,15346,5.6,Sedentary,Highly Active,9
1497,78,97.2,5396,9.9,Sedentary,Low Active,7
2756,74,95.6,15993,6.0,Highly Active,Highly Active,5
3285,66,98.9,7571,5.5,Sedentary,Active,10
2117,82,96.3,577,7.3,Sedentary,Sedentary,3
4409,75,96.0,3993,6.3,Active,Sedentary,6
3828,99,100.0,1358,5.1,Active,Sedentary,6
2194,84,96.1,471,6.1,Unknown,Sedentary,9
3004,74,98.6,3276,6.4,Sedentary,Sedentary,3
3653,40,97.9,16734,7.1,Active,Highly Active,7
3708,88,96.9,876,7.0,Highly Active,Sedentary,3
2647,89,97.8,47,5.0,Active,Sedentary,5
2590,94,97.6,19143,6.5,Highly Active,Highly Active,5
3896,40,100.0,5286,7.8,Active,Low Active,9
3983,78,100.0,5724,4.9,Sedentary,Low Active,5
2490,84,98.8,18461,5.3,Active,Highly Active,3
3675,93,100.0,8431,6.2,Active,Active,2
1142,84,99.3,12273,6.8,Sedentary,Highly Active,5
2224,75,96.5,10302,6.9,Highly Active,Highly Active,2
4251,59,96.8,6624,6.4,Highly Active,Low Active,9
3761,73,100.0,8162,4.4,Active,Active,1
4435,80,99.6,5758,8.0,Highly Active,Low Active,6
3526,86,98.0,3073,5.0,Highly Active,Sedentary,2
1564,51,98.4,2351,8.5,Active,Sedentary,1
3518,79,98.1,1354,8.3,Highly Active,Sedentary,3
3431,52,100.0,3058,4.8,Active,Sedentary,2
2715,78,96.4,6020,7.0,Active,Low Active,5
3973,57,99.7,6199,8.5,Sedentary,Low Active,6
1416,53,100.0,8051,6.5,Active,Active,3
2848,102,96.6,14808,4.0,Highly Active,Highly Active,3
3355,54,96.5,7385,6.4,Active,Low Active,2
3696,75,95.1,1311,7.8,Highly Active,Sedentary,6
1331,43,98.0,1534,6.3,Highly Active,Sedentary,10
4072,86,97.8,16709,4.0,Sedentary,Highly Active,4
2067,64,99.3,5869,9.8,Active,Low Active,6
3786,59,99.7,13215,6.3,Active,Highly Active,5
2866,88,98.0,1868,8.7,Sedentary,Sedentary,10
2121,75,96.2,8662,6.1,Active,Active,9
4791,81,99.2,9208,7.3,Highly Active,Active,1
2288,75,93.1,11608,5.5,Sedentary,Highly Active,5
4871,75,100.0,5367,5.5,Sedentary,Low Active,9
2806,74,93.6,11042,9.2,Active,Highly Active,9
3187,76,95.5,19181,7.9,Active,Highly Active,9
2504,40,97.2,22090,6.5,Active,Highly Active,4
4308,61,95.7,938,7.9,Active,Sedentary,2
4021,61,94.3,6852,5.5,Active,Low Active,9
2016,91,98.2,843,6.5,Active,Sedentary,4
1952,77,97.0,17910,6.7,Sedentary,Highly Active,4
3951,75,97.0,21769,5.4,Highly Active,Highly Active,8
1071,102,97.5,4846,5.2,Active,Sedentary,6
2690,75,95.3,22513,3.7,Sedentary,Highly Active,8
4261,96,99.4,10174,5.0,Sedentary,Highly Active,4
2291,75,96.2,8333,9.2,Active,Active,10
2344,63,98.9,6085,6.5,Active,Low Active,5
3154,66,97.6,3655,6.4,Highly Active,Sedentary,3
4303,67,97.7,23227,6.7,Sedentary,Highly Active,10
4113,97,97.2,1536,6.1,Active,Sedentary,6
4773,78,99.7,11355,7.8,Highly Active,Highly Active,1
1882,85,100.0,3206,6.1,Highly Active,Sedentary,8
1138,63,100.0,9795,7.9,Highly Active,Active,3
3662,76,97.6,1251,7.3,Sedentary,Sedentary,6
4754,88,98.0,3271,4.5,Sedentary,Sedentary,9
3910,91,96.4,20450,8.2,Active,Highly Active,7
3320,54,97.0,5703,6.0,Active,Low Active,4
2504,87,95.6,4730,6.5,Active,Sedentary,2
3463,72,96.8,9763,7.2,Highly Active,Active,4
3553,80,98.6,3777,6.1,Active,Sedentary,10
1732,67,97.8,4755,8.9,Highly Active,Sedentary,5
2748,97,96.9,5756,8.1,Sedentary,Low Active,7
4924,78,99.9,32227,5.1,Highly Active,Highly Active,7
1423,66,96.1,11456,7.9,Highly Active,Highly Active,5
4478,67,98.0,284,6.5,Highly Active,Sedentary,8
2591,87,100.0,10714,4.0,Sedentary,Highly Active,3
1389,85,100.0,4893,5.6,Active,Sedentary,9
1341,76,96.9,1835,4.5,Active,Sedentary,1
1945,69,100.0,13445,6.5,Active,Highly Active,2
1613,89,96.7,2208,9.4,Highly Active,Sedentary,10
1492,67,98.9,2703,6.6,Sedentary,Sedentary,9
1191,66,100.0,455,7.2,Active,Sedentary,1
1498,112,97.4,26592,6.5,Sedentary,Highly Active,10
1821,80,99.6,11106,5.7,Sedentary,Highly Active,3
2735,73,97.7,1122,7.3,Unknown,Sedentary,2
2256,68,96.9,4707,6.4,Active,Sedentary,7
2968,71,99.3,2874,5.4,Highly Active,Sedentary,8
1226,93,99.1,230,8.0,Highly Active,Sedentary,1
2394,87,95.3,18342,6.7,Highly Active,Highly Active,5
3186,65,98.0,12802,9.6,Sedentary,Highly Active,6
3903,70,95.7,30360,7.5,Sedentary,Highly Active,7
1816,55,94.7,1944,4.8,Highly Active,Sedentary,10
4220,78,97.7,8414,6.7,Active,Active,2
4186,75,98.7,880,4.7,Highly Active,Sedentary,3
3338,51,100.0,3951,9.5,Active,Sedentary,9
2086,76,98.0,13129,5.0,Sedentary,Highly Active,7
1103,40,95.7,56,8.2,Sedentary,Sedentary,2
2874,109,98.0,4586,7.9,Active,Sedentary,6
1870,61,96.5,3992,5.5,Sedentary,Sedentary,2
1667,82,95.1,8220,7.0,Sedentary,Active,7
3042,94,100.0,1901,6.9,Unknown,Sedentary,1
1272,79,97.7,1332,7.7,Sedentary,Sedentary,9
2029,74,97.1,7362,6.8,Highly Active,Low Active,8
4218,66,96.6,7176,5.5,Highly Active,Low Active,4
3231,55,96.1,9754,7.3,Sedentary,Active,10
2051,67,97.7,1985,7.3,Highly Active,Sedentary,9
2573,76,98.7,115,5.1,Active,Sedentary,9
4190,74,98.0,14723,3.0,Active,Highly Active,10
1071,60,94.4,1617,7.4,Sedentary,Sedentary,1
4442,90,100.0,3788,7.1,Highly Active,Sedentary,2
4315,75,97.7,4424,7.1,Active,Sedentary,3
4797,87,99.5,5149,7.8,Highly Active,Low Active,2
4289,78,97.3,17197,8.4,Highly Active,Highly Active,4
3224,99,99.0,2215,7.7,Sedentary,Sedentary,5
4370,81,98.3,5142,6.7,Highly Active,Low Active,6
4747,95,97.4,2584,4.7,Highly Active,Sedentary,9
3105,40,98.2,27642,8.8,Active,Highly Active,6
2292,89,96.9,1744,6.2,Highly Active,Sedentary,7
1307,83,96.3,810,5.6,Active,Sedentary,10
4641,83,98.3,1077,7.5,Sedentary,Sedentary,8
4359,84,98.3,3201,3.7,Highly Active,Sedentary,3
1976,67,98.5,5634,5.4,Highly Active,Low Active,7
4176,86,100.0,7718,5.6,Sedentary,Active,1
2251,75,98.6,5785,5.5,Highly Active,Low Active,10
2270,46,97.3,16516,9.4,Sedentary,Highly Active,9
3747,92,98.4,3127,6.4,Active,Sedentary,4
2517,73,100.0,8721,5.5,Sedentary,Active,4
3130,65,95.8,2185,6.4,Active,Sedentary,1
2209,56,100.0,8014,7.8,Active,Active,8
3299,80,98.8,18208,3.6,Active,Highly Active,9
2378,98,98.2,26846,6.5,Highly Active,Highly Active,5
2773,69,97.4,9157,5.8,Sedentary,Active,8
4943,85,97.2,19985,6.9,Active,Highly Active,4
2719,74,94.6,7985,4.8,Sedentary,Active,4
3042,50,98.3,23115,6.2,Sedentary,Highly Active,2
1795,72,99.8,15980,6.5,Active,Highly Active,9
1896,65,98.0,789,4.6,Active,Sedentary,5
2961,59,97.1,4498,9.3,Sedentary,Sedentary,4
1209,68,96.5,2988,7.1,Sedentary,Sedentary,7
3863,70,98.1,191,7.9,Sedentary,Sedentary,5
4879,90,99.2,4403,6.0,Highly Active,Sedentary,6
3656,75,100.0,1124,6.8,Sedentary,Sedentary,2
3494,53,94.2,259,4.7,Sedentary,Sedentary,9
3507,93,97.1,4121,5.5,Sedentary,Sedentary,5
1967,80,99.4,1851,5.2,Highly Active,Sedentary,8
1471,79,95.6,19165,6.9,Sedentary,Highly Active,5
4791,88,97.6,11725,9.1,Active,Highly Active,6
3417,74,99.5,21892,7.9,Highly Active,Highly Active,3
3947,66,97.8,14927,9.2,Sedentary,Highly Active,5
4563,80,98.1,9112,7.7,Highly Active,Active,5
1922,84,95.7,6372,7.1,Sedentary,Low Active,1
1136,80,96.9,473,5.1,Sedentary,Sedentary,5
1366,87,98.6,2162,7.0,Active,Sedentary,7
3959,76,99.5,8683,5.8,Highly Active,Active,4
1183,60,97.3,3589,7.7,Sedentary,Sedentary,3
4358,95,98.0,768,6.3,Sedentary,Sedentary,6
3519,75,98.0,509,6.5,Sedentary,Sedentary,3
2398,58,100.0,1649,9.2,Highly Active,Sedentary,1
3701,56,93.9,12594,5.0,Sedentary,Highly Active,5
3796,54,93.1,7614,8.3,Sedentary,Active,5
1536,75,99.8,2918,7.7,Highly Active,Sedentary,10
4582,79,97.5,440,6.1,Sedentary,Sedentary,3
3849,102,98.9,1460,7.1,Highly Active,Sedentary,1
2602,83,98.0,4183,6.1,Highly Active,Sedentary,2
2273,84,98.9,1164,6.5,Sedentary,Sedentary,6
3967,104,99.4,10066,7.6,Sedentary,Highly Active,3
3557,60,100.0,10879,10.3,Highly Active,Highly Active,10
3677,75,98.9,1030,7.9,Active,Sedentary,10
4049,83,100.0,9084,6.9,Highly Active,Active,4
2096,71,98.0,5025,8.6,Active,Low Active,8
2305,79,98.9,22961,4.4,Sedentary,Highly Active,10
1915,93,95.2,10843,5.9,Sedentary,Highly Active,8
4431,86,96.6,6161,6.6,Highly Active,Low Active,4
4081,97,99.4,6477,4.9,Highly Active,Low Active,9
4282,61,99.6,1379,5.7,Sedentary,Sedentary,3
4906,88,97.6,15685,4.0,Sedentary,Highly Active,7
1151,63,100.0,5734,4.6,Highly Active,Low Active,8
2028,100,94.7,5974,6.1,Sedentary,Low Active,4
2218,81,100.0,5996,5.1,Highly Active,Low Active,4
2977,82,97.6,2263,7.1,Sedentary,Sedentary,6
4354,66,94.2,11702,6.9,Active,Highly Active,4
3511,67,96.0,13880,7.0,Highly Active,Highly Active,2
4184,81,97.0,2376,5.7,Active,Sedentary,3
1270,101,95.9,4080,8.1,Highly Active,Sedentary,1
2186,98,96.0,1381,7.3,Highly Active,Sedentary,8
1459,80,99.0,1907,6.8,Active,Sedentary,9
1104,68,96.9,2866,6.8,Highly Active,Sedentary,1
4764,83,93.6,16258,6.2,Sedentary,Highly Active,5
4627,93,98.6,6887,8.5,Active,Low Active,6
4353,78,96.7,6206,8.2,Active,Low Active,3
2710,69,100.0,20530,6.0,Highly Active,Highly Active,5
3209,85,96.5,10968,6.7,Sedentary,Highly Active,3
1433,69,97.5,929,10.2,Active,Sedentary,5
3899,74,95.9,1992,6.1,Highly Active,Sedentary,8
1139,84,96.0,2536,8.3,Highly Active,Sedentary,9
2494,71,97.4,12572,10.5,Active,Highly Active,9
4203,74,97.7,10284,7.0,Active,Highly Active,5
1086,77,97.4,1100,3.9,Highly Active,Sedentary,1
2711,75,97.5,5343,8.8,Unknown,Low Active,8
3230,98,99.2,808,5.7,Active,Sedentary,7
3415,102,97.6,1328,5.5,Sedentary,Sedentary,10
1128,70,98.5,1941,9.2,Highly Active,Sedentary,7
2269,63,99.6,16498,4.5,Highly Active,Highly Active,7
4672,68,96.8,3186,8.7,Highly Active,Sedentary,10
2601,81,98.0,17323,6.2,Active,Highly Active,4
1669,73,98.2,9724,3.7,Sedentary,Active,1
4970,55,95.2,9687,7.8,Active,Active,10
4066,72,93.7,11389,3.1,Highly Active,Highly Active,8
1148,81,98.1,706,6.5,Sedentary,Sedentary,2
1984,89,95.9,11797,4.0,Active,Highly Active,3
1851,101,100.0,2037,6.0,Active,Sedentary,7
2456,68,99.4,28916,7.5,Sedentary,Highly Active,6
1627,65,95.9,13196,7.1,Highly Active,Highly Active,2
4797,71,94.4,39882,6.8,Highly Active,Highly Active,2
2492,75,95.5,19365,8.0,Active,Highly Active,1
3493,64,98.2,3121,6.5,Active,Sedentary,5
3044,64,97.4,19893,6.2,Highly Active,Highly Active,2
4552,79,99.4,2805,6.9,Highly Active,Sedentary,6
1883,62,95.9,7536,5.5,Sedentary,Active,5
3341,87,98.9,11951,7.8,Highly Active,Highly Active,4
2788,92,98.6,3368,6.6,Highly Active,Sedentary,4
4214,58,100.0,1595,7.6,Active,Sedentary,9
1249,55,98.4,15769,6.2,Active,Highly Active,4
1947,68,98.0,3178,7.5,Sedentary,Sedentary,5
1974,93,97.5,5444,3.5,Sedentary,Low Active,8
2325,74,97.2,11434,4.3,Active,Highly Active,10
4096,81,98.2,14219,6.5,Active,Highly Active,3
3836,81,100.0,5016,6.3,Highly Active,Low Active,8
1983,61,100.0,5963,8.4,Sedentary,Low Active,7
1888,71,99.1,13460,7.2,Active,Highly Active,6
3937,74,99.8,4404,7.3,Active,Sedentary,5
4972,80,98.8,5732,8.8,Sedentary,Low Active,4
3117,53,96.2,130,8.6,Highly Active,Sedentary,1
3672,66,99.9,21128,5.0,Sedentary,Highly Active,8
1874,75,93.1,5855,8.3,Highly Active,Low Active,6
4183,68,98.0,9102,6.7,Sedentary,Active,2
4435,53,98.1,1994,5.7,Sedentary,Sedentary,3
2326,64,98.0,7481,6.1,Active,Low Active,9
1470,54,96.1,4313,5.6,Unknown,Sedentary,6
2987,95,100.0,835,6.7,Active,Sedentary,8
1090,70,98.4,12410,6.4,Sedentary,Highly Active,1
1529,74,97.3,12799,8.4,Sedentary,Highly Active,9
1660,60,94.3,460,9.4,Sedentary,Sedentary,2
1738,78,98.4,3467,5.9,Active,Sedentary,7
3773,85,98.5,2313,4.6,Active,Sedentary,8
1871,61,97.5,5085,6.5,Highly Active,Low Active,5
2686,61,100.0,4696,7.9,Sedentary,Sedentary,9
1191,67,100.0,7478,7.1,Active,Low Active,5
2986,53,97.7,1990,4.2,Sedentary,Sedentary,6
4623,80,100.0,1754,5.3,Active,Sedentary,5
4313,86,100.0,8994,6.7,Active,Active,9
3185,53,96.7,26168,5.6,Sedentary,Highly Active,7
1344,88,95.9,20476,5.0,Active,Highly Active,9
4251,88,95.6,10991,9.7,Highly Active,Highly Active,3
2008,40,100.0,488,5.0,Active,Sedentary,3
4783,58,97.3,1900,8.3,Active,Sedentary,3
3550,75,96.6,8189,7.1,Active,Active,8
1202,83,99.9,2454,7.4,Active,Sedentary,5
1572,81,97.4,3501,8.2,Highly Active,Sedentary,5
1191,61,95.9,21505,5.5,Sedentary,Highly Active,2
3052,99,100.0,631,6.1,Active,Sedentary,10
2913,64,100.0,13825,7.2,Active,Highly Active,2
2716,57,96.5,2886,9.0,Active,Sedentary,5
1310,72,97.6,5674,6.7,Highly Active,Low Active,5
3596,88,98.0,3084,5.1,Active,Sedentary,1
3103,61,100.0,22051,8.1,Active,Highly Active,1
1442,78,95.8,4913,6.5,Active,Sedentary,4
2260,78,94.7,9265,5.4,Active,Active,1
1869,74,97.6,8476,7.9,Sedentary,Active,5
4932,79,95.8,12616,3.0,Sedentary,Highly Active,3
4268,75,97.5,13961,7.1,Active,Highly Active,7
1584,79,96.8,4395,8.5,Sedentary,Sedentary,9
2594,90,94.7,13914,5.3,Sedentary,Highly Active,5
3799,58,100.0,7418,4.6,Highly Active,Low Active,4
2537,68,98.3,8109,7.1,Highly Active,Active,3
4520,58,99.7,1331,5.5,Highly Active,Sedentary,2
1359,83,93.6,1968,9.9,Sedentary,Sedentary,2
2723,93,96.5,8145,5.7,Active,Active,8
3866,70,96.6,2161,6.2,Active,Sedentary,8
3077,79,100.0,4713,7.3,Highly Active,Sedentary,1
2802,52,100.0,4712,3.8,Active,Sedentary,10
3011,75,95.6,1866,6.6,Active,Sedentary,1
3155,49,98.3,5850,8.2,Active,Low Active,7
1130,75,100.0,5806,6.4,Sedentary,Low Active,6
2625,46,96.6,966,4.8,Sedentary,Sedentary,7
3764,100,96.5,3358,5.8,Highly Active,Sedentary,2
1890,74,99.0,3188,6.5,Highly Active,Sedentary,10
2991,73,94.8,5780,6.1,Highly Active,Low Active,4
2982,103,93.9,9685,8.2,Sedentary,Active,8
1959,75,91.8,128,5.6,Highly Active,Sedentary,2
2468,50,99.4,995,7.5,Sedentary,Sedentary,6
3940,68,100.0,2516,4.3,Highly Active,Sedentary,10
2461,104,98.0,11640,9.3,Highly Active,Highly Active,3
1731,61,100.0,4584,8.2,Sedentary,Sedentary,2
4961,68,93.7,5006,5.8,Highly Active,Low Active,1
1605,98,99.2,3684,4.5,Sedentary,Sedentary,5
3504,63,98.3,3754,5.7,Highly Active,Sedentary,5
1614,73,96.3,26577,6.9,Active,Highly Active,8
4806,95,98.7,16023,8.1,Active,Highly Active,5
3745,66,100.0,9059,3.3,Highly Active,Active,10
3004,63,99.8,2741,8.3,Active,Sedentary,10
2719,47,96.8,5046,6.9,Active,Low Active,2
4566,58,96.8,8185,4.8,Highly Active,Active,4
1673,61,98.8,3512,2.7,Sedentary,Sedentary,5
2270,69,99.2,5203,6.7,Highly Active,Low Active,4
3590,80,96.4,1102,6.8,Active,Sedentary,3
2587,74,100.0,687,5.6,Active,Sedentary,1
3904,56,97.9,1281,7.9,Sedentary,Sedentary,3
2611,95,100.0,9864,9.6,Highly Active,Active,2
1896,58,97.3,1474,5.9,Highly Active,Sedentary,7
2462,102,100.0,18105,5.4,Sedentary,Highly Active,1
1277,77,98.7,3218,9.1,Highly Active,Sedentary,1
1551,90,94.3,1296,6.2,Sedentary,Sedentary,8
2636,82,96.3,12210,7.5,Highly Active,Highly Active,7
3158,97,98.9,4269,5.6,Sedentary,Sedentary,7
3432,74,100.0,3442,8.2,Active,Sedentary,9
4904,71,98.3,2797,4.6,Sedentary,Sedentary,7
1760,79,95.6,2808,6.7,Active,Sedentary,10
4262,70,97.8,7622,6.9,Active,Active,10
4561,81,98.8,5445,6.2,Active,Low Active,10
3741,98,99.6,4413,5.5,Highly Active,Sedentary,4
2449,49,100.0,4147,9.2,Highly Active,Sedentary,8
1404,73,100.0,1072,7.7,Highly Active,Sedentary,7
2358,108,97.9,12316,5.2,Sedentary,Highly Active,3
2232,69,94.7,18306,3.7,Highly Active,Highly Active,5
1021,90,99.9,11343,8.7,Highly Active,Highly Active,2
1677,88,97.0,4201,5.1,Sedentary,Sedentary,10
3658,53,100.0,25077,6.6,Highly Active,Highly Active,9
3028,79,99.3,6748,6.6,Active,Low Active,6
2231,78,97.6,10413,6.9,Highly Active,Highly Active,7
3055,122,100.0,9462,4.0,Highly Active,Active,2
3749,40,98.9,8612,6.0,Sedentary,Active,2
4758,50,100.0,7190,6.5,Active,Low Active,9
2808,71,96.5,1664,6.4,Unknown,Sedentary,1
1528,69,96.1,2441,7.6,Sedentary,Sedentary,4
3037,61,93.6,15245,6.7,Active,Highly Active,9
3649,62,99.8,1388,7.2,Active,Sedentary,5
2676,85,97.4,1153,5.6,Sedentary,Sedentary,4
1656,62,100.0,2340,9.1,Sedentary,Sedentary,3
1165,66,98.6,3151,6.1,Highly Active,Sedentary,6
1848,89,98.6,5638,7.0,Active,Low Active,1
1495,87,100.0,6511,6.7,Highly Active,Low Active,1
1589,67,97.6,10946,7.2,Active,Highly Active,9
1428,53,97.0,533,8.3,Sedentary,Sedentary,10
3821,88,95.6,1634,5.2,Sedentary,Sedentary,10
1162,60,98.1,4924,7.7,Active,Sedentary,6
3413,94,98.8,2021,7.6,Sedentary,Sedentary,5
4597,81,97.0,14471,6.8,Sedentary,Highly Active,5
2262,72,100.0,7154,6.8,Highly Active,Low Active,1
1071,81,94.1,4716,4.8,Active,Sedentary,10
1366,45,99.6,3,6.5,Active,Sedentary,1
1654,97,95.9,13695,3.6,Highly Active,Highly Active,5
4893,71,99.6,4324,6.0,Active,Sedentary,2
4580,77,98.3,5306,6.4,Active,Low Active,6
4866,66,98.3,8387,4.4,Highly Active,Active,8
1268,75,99.1,19403,6.9,Active,Highly Active,9
2776,98,99.6,1205,8.3,Highly Active,Sedentary,1
3462,75,97.4,516,6.8,Highly Active,Sedentary,6
2268,68,98.0,910,6.5,Sedentary,Sedentary,4
2015,85,99.4,9449,5.7,Sedentary,Active,9
3722,79,100.0,969,7.1,Sedentary,Sedentary,5
2083,98,99.0,4865,5.0,Sedentary,Sedentary,3
1005,44,97.3,8581,2.9,Highly Active,Active,5
4780,68,100.0,8732,8.9,Sedentary,Active,4
1981,75,100.0,3650,6.5,Sedentary,Sedentary,5
3617,93,100.0,8395,4.9,Active,Active,1
4888,55,98.6,20971,4.3,Sedentary,Highly Active,2
1406,79,97.9,198,6.7,Sedentary,Sedentary,4
2953,67,100.0,5176,7.7,Active,Low Active,7
3073,60,91.9,1673,6.0,Highly Active,Sedentary,1
4886,74,98.4,2574,8.2,Sedentary,Sedentary,5
4076,105,97.4,12704,6.2,Active,Highly Active,6
1985,53,99.1,6188,8.3,Highly Active,Low Active,2
4603,57,97.5,102,6.2,Highly Active,Sedentary,5
1389,83,98.3,23539,5.2,Highly Active,Highly Active,9
3618,55,98.3,4091,7.5,Active,Sedentary,4
2471,67,96.5,8721,7.0,Sedentary,Active,6
1753,52,97.9,1602,6.6,Sedentary,Sedentary,10
3193,67,96.3,2112,4.9,Highly Active,Sedentary,3
2411,60,100.0,1155,6.4,Sedentary,Sedentary,4
3832,79,94.8,3541,5.5,Highly Active,Sedentary,9
2272,84,96.1,16455,5.5,Sedentary,Highly Active,2
1525,40,97.3,3443,8.0,Sedentary,Sedentary,5
2485,76,97.0,2378,5.4,Sedentary,Sedentary,1
3060,40,99.7,8511,5.3,Sedentary,Active,7
3950,75,98.0,14260,7.0,Sedentary,Highly Active,4
3431,98,96.5,1960,5.1,Active,Sedentary,1
1555,69,97.3,11548,5.7,Sedentary,Highly Active,7
3934,78,99.3,2544,6.5,Sedentary,Sedentary,9
4470,86,93.6,1988,6.2,Highly Active,Sedentary,10
1018,86,95.8,4483,7.5,Highly Active,Sedentary,2
1574,87,97.3,483,10.3,Sedentary,Sedentary,9
4562,81,98.4,13875,6.8,Highly Active,Highly Active,6
3798,63,97.9,14519,7.3,Sedentary,Highly Active,7
2003,84,98.5,7918,7.0,Highly Active,Active,2
3466,97,97.7,2525,6.0,Highly Active,Sedentary,1
4408,82,99.4,1276,6.7,Active,Sedentary,5
3466,77,97.4,8399,6.2,Sedentary,Active,9
2938,49,96.5,761,5.1,Active,Sedentary,1
2939,59,95.5,3706,7.7,Sedentary,Sedentary,8
2635,64,97.4,651,3.8,Highly Active,Sedentary,3
2698,58,97.7,3891,6.5,Active,Sedentary,7
4999,72,97.3,1011,6.1,Active,Sedentary,3
3169,61,94.7,228,4.9,Highly Active,Sedentary,7
1431,87,98.5,4181,7.4,Highly Active,Sedentary,1
3091,69,98.0,5870,5.0,Active,Low Active,10
2895,58,99.2,4050,5.9,Sedentary,Sedentary,6
2943,61,97.5,1356,7.6,Sedentary,Sedentary,7
2340,76,96.0,564,3.6,Unknown,Sedentary,3
1144,75,100.0,9090,6.4,Sedentary,Active,10
4398,71,96.6,112,6.0,Highly Active,Sedentary,8
3410,100,97.4,13930,4.4,Sedentary,Highly Active,8
2073,75,96.2,12831,6.6,Highly Active,Highly Active,9
2088,62,97.8,14869,6.5,Highly Active,Highly Active,8
1799,69,97.4,7708,5.8,Highly Active,Active,1
4235,57,100.0,4966,5.0,Active,Highly Active,1
4212,49,99.4,9173,7.0,Highly Active,Active,2
3873,84,97.7,2497,5.6,Highly Active,Sedentary,9
2151,74,97.8,9849,7.3,Active,Active,5
3445,91,99.6,6692,5.0,Sedentary,Low Active,4
2956,73,98.0,195,7.7,Highly Active,Sedentary,6
3927,71,97.0,10804,8.7,Highly Active,Highly Active,10
1462,55,100.0,14326,6.3,Sedentary,Highly Active,1
2774,65,99.5,5101,8.5,Sedentary,Low Active,1
3045,48,97.5,4672,7.6,Active,Sedentary,1
4907,90,94.0,3901,7.0,Highly Active,Sedentary,7
1807,55,98.0,8881,6.5,Highly Active,Active,7
1186,78,98.0,1698,5.7,Active,Sedentary,7
2743,71,95.7,10408,8.3,Sedentary,Highly Active,3
1731,80,98.0,2420,8.0,Sedentary,Sedentary,3
2935,75,100.0,2121,4.9,Sedentary,Sedentary,10
2213,55,95.1,11594,6.7,Highly Active,Highly Active,5
2411,70,96.4,1341,5.3,Highly Active,Sedentary,4
1428,94,99.1,13889,7.2,Sedentary,Highly Active,2
3905,62,98.2,26674,7.6,Highly Active,Highly Active,7
2307,92,98.8,2698,4.2,Active,Sedentary,7
4935,84,97.8,18405,6.4,Active,Highly Active,8
3284,77,100.0,5849,7.1,Sedentary,Low Active,1
2217,63,99.2,2101,6.6,Active,Sedentary,5
2310,79,95.7,4218,9.2,Highly Active,Sedentary,8
1770,67,96.6,11267,4.1,Highly Active,Highly Active,6
1757,91,98.3,7689,8.5,Highly Active,Active,6
1135,75,98.1,4779,5.2,Sedentary,Sedentary,4
1791,79,100.0,2082,3.3,Active,Sedentary,6
4854,75,100.0,9057,7.0,Sedentary,Active,8
1170,79,100.0,2631,6.3,Active,Sedentary,5
3206,85,97.7,2813,6.6,Highly Active,Sedentary,6
3248,61,100.0,9617,7.3,Sedentary,Active,7
4558,61,100.0,5721,7.3,Active,Low Active,5
2580,78,98.3,1439,5.7,Sedentary,Sedentary,9
